nageA_1,nageA_2,nageA_3,nageA_4,nageA_5,nageA_6,nageA_7,nageA_8,nageB_1,nageB_2,nageB_3,nageB_4,nageB_5,nageB_6,nageB_7,nageB_8,FVOCA_1,FVOCA_2,FVOCA_3,FVOCA_4,FVOCB_1,FVOCB_2,FVOCB_3,FVOCB_4,RVOC_1,RVOC_2,RVOC_3,RVOC_4,REPSVOC_1,REPSVOC_2,REPSVOC_3,REPSVOC_4,RNIVOC_1,RNIVOC_2,RNIVOC_3,RNIVOC_4,pA_1,pA_2,pA_3,pA_4,pA_5,pA_6,pA_7,pA_8,prevA_1,prevA_2,prevA_3,prevA_4,prevA_5,prevA_6,prevA_7,prevA_8,prevB_1,prevB_2,prevB_3,prevB_4,prevB_5,prevB_6,prevB_7,prevB_8,vacA_1,vacA_2,vacA_3,vacA_4,vacA_5,vacA_6,vacA_7,vacA_8,vacB_1,vacB_2,vacB_3,vacB_4,vacB_5,vacB_6,vacB_7,vacB_8,recA_1,recA_2,recA_3,recA_4,recA_5,recA_6,recA_7,recA_8,recB_1,recB_2,recB_3,recB_4,recB_5,recB_6,recB_7,recB_8,cA,cB,vAB,vBA,dAB,dBA,NA,NB,AL,qA,qB
0.19030934979696,0.125044446809908,0.148011840403679,0.134633633722049,0.120514835609086,0.130633987031723,0.102292209748176,0.0485596968784184,0.198010019656981,0.117092616365457,0.158664773233953,0.146259908913891,0.120570074911607,0.136713636533581,0.0766390010411766,0.0460499693433533,0.5,0.2,0.3,0,0.034,0.042,0.916,0.008,0,1.912,0.82,0.5,0,0,0,0,0,0,0,0,0.8191,0.7759,0.7759,0.6946,0.6946,0.6454,0.6454,0.3544,0.00048823490954302,0.000381854815852218,0.000269690657069398,4.38583464207126e-05,4.38583464207126e-05,4.18962843699532e-05,2.09481421849766e-05,1.51460927088981e-05,0.00100366594037196,0.000957041874775592,0.000957041874775592,0.000848699460459568,0.000608519684714175,0.000178546923171653,4.0811693281962e-05,2.51220201370376e-05,0,0.161255039456336,0.364183061085169,0.767042991164041,0.767042991164041,0.767037296716602,0.8096703806026,0.809629316198136,0,0,0,0.0129332103521707,0.163691161150469,0.426587283294187,0.518857540020155,0.518652857231526,0.147665175686332,0.147672454031,0.147672454031,0.147686151471312,0.147686151471312,0.147694440697183,0.147694440697183,0.147743468435569,0.453655384444668,0.453689698789593,0.453689698789593,0.45375427648039,0.45375427648039,0.453793356706555,0.453793356706555,0.454024501946677,2.276759468077e-06,1.45702637612075e-05,4.03703761024502e-05,7.42969398876287e-06,3.11866501854141,6.60018421153625,439220.7495,38434444.92,1,15,3
0.19030934979696,0.125044446809908,0.148011840403679,0.134633633722049,0.120514835609086,0.130633987031723,0.102292209748176,0.0485596968784184,0.194349573636525,0.123842711849352,0.138059157932137,0.130825302007461,0.156222241961272,0.114731746313732,0.087763923432226,0.0542053428672944,0.5,0.2,0.3,0,0.101,0.395,0.487,0.017,0,1.912,0.82,0.5,0,0,0,0,0,0,0,0,0.8191,0.7759,0.7759,0.6946,0.6946,0.6454,0.6454,0.3544,0.00048823490954302,0.000381854815852218,0.000269690657069398,4.38583464207126e-05,4.38583464207126e-05,4.18962843699532e-05,2.09481421849766e-05,1.51460927088981e-05,0.00181243243298356,0.0017374373433773,0.0017374373433773,0.00143456010895158,0.00111743001479257,0.000448039214127951,7.55476013823408e-05,5.03126594289641e-05,0,0.161255039456336,0.364183061085169,0.767042991164041,0.767042991164041,0.767037296716602,0.8096703806026,0.809629316198136,0,0,0,0.079993176269074,0.236906522134003,0.555951328602129,0.751135104884735,0.750812065514282,0.147665175686332,0.147672454031,0.147672454031,0.147686151471312,0.147686151471312,0.147694440697183,0.147694440697183,0.147743468435569,0.209037884831057,0.209092111428349,0.209092111428349,0.209194162871863,0.209194162871863,0.209255920941001,0.209255920941001,0.209621197325537,2.276759468077e-06,4.10489441218378e-05,9.25923768332464e-05,1.02172201586588e-05,3.19549986526543,6.00613515382996,439220.7495,8916185.491,1,15,0
0.19030934979696,0.125044446809908,0.148011840403679,0.134633633722049,0.120514835609086,0.130633987031723,0.102292209748176,0.0485596968784184,0.188717778805951,0.111923125605986,0.129762569666539,0.12225911539496,0.160990187320494,0.127042740706468,0.089174769700806,0.0701297127987945,0.5,0.2,0.3,0,0.083,0.138,0.775,0.004,0,1.912,0.82,0.5,0,0,0,0,0,0,0,0,0.8191,0.7759,0.7759,0.6946,0.6946,0.6454,0.6454,0.3544,0.00048823490954302,0.000381854815852218,0.000269690657069398,4.38583464207126e-05,4.38583464207126e-05,4.18962843699532e-05,2.09481421849766e-05,1.51460927088981e-05,0.00220229133839952,0.00210602190306814,0.00210602190306814,0.00186269592946304,0.00134742135011008,0.000619368816793045,9.07648187197756e-05,5.83745073233971e-05,0,0.161255039456336,0.364183061085169,0.767042991164041,0.767042991164041,0.767037296716602,0.8096703806026,0.809629316198136,0,0,0,0.0291591863197684,0.27090523815495,0.595341285723108,0.858986307807347,0.858578784173264,0.147665175686332,0.147672454031,0.147672454031,0.147686151471312,0.147686151471312,0.147694440697183,0.147694440697183,0.147743468435569,0.0954377310596924,0.0955062219961079,0.0955062219961079,0.0956351181333897,0.0956351181333897,0.0957131216998628,0.0957131216998628,0.0961744842576613,2.276759468077e-06,3.78824208524719e-05,0.000172522228405681,6.8254669546771e-06,2.64719068623906,7.18255131271686,439220.7495,84914055.85,1,15,0
0.19030934979696,0.125044446809908,0.148011840403679,0.134633633722049,0.120514835609086,0.130633987031723,0.102292209748176,0.0485596968784184,0.17744159174281,0.100946931343194,0.115749626359296,0.149218181097667,0.158235242242428,0.123794834651708,0.0997142858466006,0.0748993067162971,0.5,0.2,0.3,0,0.273,0.182,0.545,0,0,1.912,0.82,0.5,0,0,0,0,0,0,0,0,0.8191,0.7759,0.7759,0.6946,0.6946,0.6454,0.6454,0.3544,0.00048823490954302,0.000381854815852218,0.000269690657069398,4.38583464207126e-05,4.38583464207126e-05,4.18962843699532e-05,2.09481421849766e-05,1.51460927088981e-05,0.00208969265399769,0.00200060061866648,0.00200060061866648,0.00182848157503,0.00128308070220996,0.000786435456498011,8.6577684759862e-05,5.66035680603052e-05,0,0.161255039456336,0.364183061085169,0.767042991164041,0.767042991164041,0.767037296716602,0.8096703806026,0.809629316198136,0,0,0,0.00197873487780472,0.242453681437522,0.441352326716438,0.768837522939647,0.768457024195771,0.147665175686332,0.147672454031,0.147672454031,0.147686151471312,0.147686151471312,0.147694440697183,0.147694440697183,0.147743468435569,0.190353798563692,0.190417707709956,0.190417707709956,0.190537981172717,0.190537981172717,0.190610766589296,0.190610766589296,0.191041265699549,2.276759468077e-06,3.64431185066571e-05,0.000801182300270536,1.78499827150254e-05,2.89357842450289,6.42528279319515,439220.7495,60313169.95,1,5,0
0.19030934979696,0.125044446809908,0.148011840403679,0.134633633722049,0.120514835609086,0.130633987031723,0.102292209748176,0.0485596968784184,0.198716107400696,0.120135747181447,0.140875541820563,0.134793702044388,0.152591599074621,0.11293797138129,0.08688921914289,0.0530601119541036,0.5,0.2,0.3,0,0.074,0.129,0.792,0.005,0,1.912,0.82,0.5,0,0,0,0,0,0,0,0,0.8191,0.7759,0.7759,0.6946,0.6946,0.6454,0.6454,0.3544,0.00048823490954302,0.000381854815852218,0.000269690657069398,4.38583464207126e-05,4.38583464207126e-05,4.18962843699532e-05,2.09481421849766e-05,1.51460927088981e-05,0.00278570908961194,0.00266687834751583,0.00266687834751583,0.00242261891219465,0.00169526126024961,0.000230806399709802,0.000115403199854901,7.54389960366605e-05,0,0.161255039456336,0.364183061085169,0.767042991164041,0.767042991164041,0.767037296716602,0.8096703806026,0.809629316198136,0,0,0,0.00673411196980517,0.243636054573122,0.717425555836073,0.757392164200161,0.756885875005776,0.147665175686332,0.147672454031,0.147672454031,0.147686151471312,0.147686151471312,0.147694440697183,0.147694440697183,0.147743468435569,0.202287718853303,0.202372767954848,0.202372767954848,0.202532825639006,0.202532825639006,0.202629687115765,0.202629687115765,0.203202587313673,2.276759468077e-06,4.27340501801138e-05,3.8199657486311e-05,1.52840379361994e-05,2.42325277596342,7.19483596846019,439220.7495,8775203.811,1,15,0
0.19030934979696,0.125044446809908,0.148011840403679,0.134633633722049,0.120514835609086,0.130633987031723,0.102292209748176,0.0485596968784184,0.231071621184243,0.126074691331073,0.1369210654968,0.126745580723826,0.135130431303631,0.107338428698793,0.085888617041003,0.0508295642206308,0.5,0.2,0.3,0,0.00399999999999995,0.932,0.064,0,0,1.912,0.82,0.5,0,0,0,0,0,0,0,0,0.8191,0.7759,0.7759,0.6946,0.6946,0.6454,0.6454,0.3544,0.00048823490954302,0.000381854815852218,0.000269690657069398,4.38583464207126e-05,4.38583464207126e-05,4.18962843699532e-05,2.09481421849766e-05,1.51460927088981e-05,0.0022950361606744,0.00223843049087422,0.0017031575100993,0.000986682395210598,0.000213191347960578,0.000206746043135142,0.000103373021567571,8.43179403501963e-05,0,0.161255039456336,0.364183061085169,0.767042991164041,0.767042991164041,0.767037296716602,0.8096703806026,0.809629316198136,0,0,0.194477624646117,0.437232709696317,0.733236576973223,0.733210453805705,0.774042572276511,0.773861366253903,0.147665175686332,0.147672454031,0.147672454031,0.147686151471312,0.147686151471312,0.147694440697183,0.147694440697183,0.147743468435569,0.184989741853387,0.18502088716252,0.18502088716252,0.185079500904014,0.185079500904014,0.185114971950526,0.185114971950526,0.185324770213436,2.276759468077e-06,0.000108776426412734,0.00118368765998947,3.44033860086966e-05,6.15563282638374,6.73945177226587,439220.7495,67220446.94,1,9,5
0.19030934979696,0.125044446809908,0.148011840403679,0.134633633722049,0.120514835609086,0.130633987031723,0.102292209748176,0.0485596968784184,0.225629045863124,0.119597146273009,0.129771081285178,0.131017196773387,0.13794598544076,0.118198566716965,0.0810564387983174,0.0567845388492595,0.5,0.2,0.3,0,0.21,0.124,0.66,0.006,0,1.912,0.82,0.5,0,0,0,0,0,0,0,0,0.8191,0.7759,0.7759,0.6946,0.6946,0.6454,0.6454,0.3544,0.00048823490954302,0.000381854815852218,0.000269690657069398,4.38583464207126e-05,4.38583464207126e-05,4.18962843699532e-05,2.09481421849766e-05,1.51460927088981e-05,0.00531345511975326,0.00509710343824146,0.00509710343824145,0.00382420403060094,0.00328312604445861,0.000611318881772191,0.000222203756027552,0.000149539340727065,0,0.161255039456336,0.364183061085169,0.767042991164041,0.767042991164041,0.767037296716602,0.8096703806026,0.809629316198136,0,0,0,0.135746104026518,0.220725126501668,0.636697888884743,0.701707395836489,0.700810088626436,0.147665175686332,0.147672454031,0.147672454031,0.147686151471312,0.147686151471312,0.147694440697183,0.147694440697183,0.147743468435569,0.260531259187378,0.260682265948377,0.260682265948377,0.260966452283313,0.260966452283313,0.261138432205562,0.261138432205562,0.262155630526183,2.276759468077e-06,0.000103597762629158,6.30880692058377e-05,1.70072163914137e-05,2.06466284358315,6.46483085517592,439220.7495,11419165.53,1,15,0
0.206903981467206,0.108446745299148,0.134418481395004,0.157319785200733,0.133548210226159,0.131821910768667,0.0795453942943854,0.0479954913486978,0.198010019656981,0.117092616365457,0.158664773233953,0.146259908913891,0.120570074911607,0.136713636533581,0.0766390010411766,0.0460499693433533,-2.77555756156289e-17,0.222,0.778,0,0.034,0.042,0.916,0.008,0,1.912,0.82,0.5,0,0,0,0,0,0,0,0,0.8191,0.7759,0.7759,0.6946,0.6946,0.6454,0.6454,0.3544,0.000575670854902729,0.000549818028554155,0.000549818028554155,0.000501169974527252,0.000501169974527252,0.000177003264770642,2.35866665448637e-05,1.48840214728708e-05,0.00100366594037196,0.000957041874775592,0.000957041874775592,0.000848699460459568,0.000608519684714175,0.000178546923171653,4.0811693281962e-05,2.51220201370376e-05,0,0,0,0,0,0.325534346167027,0.495131321159917,0.495007938742474,0,0,0,0.0129332103521707,0.163691161150469,0.426587283294187,0.518857540020155,0.518652857231526,0.478702830224675,0.478723402758541,0.478723402758541,0.478762119124359,0.478762119124359,0.478785548954595,0.478785548954595,0.478924127828555,0.453655384444668,0.453689698789593,0.453689698789593,0.45375427648039,0.45375427648039,0.453793356706555,0.453793356706555,0.454024501946677,7.27761692396092e-06,1.45702637612075e-05,7.34384181377779e-06,7.57561047564737e-06,1.97511878211965,1.97138459741858,19237066.4,38434444.92,1,15,3
0.206903981467206,0.108446745299148,0.134418481395004,0.157319785200733,0.133548210226159,0.131821910768667,0.0795453942943854,0.0479954913486978,0.203692072906598,0.120114996529993,0.155248795571432,0.157775883881052,0.129901717017028,0.127336347816148,0.0730287676318763,0.0329014186458712,-2.77555756156289e-17,0.222,0.778,0,0.0089999999999999,0.042,0.949,0,0,1.912,0.82,0.5,0,0,0,0,0,0,0,0,0.8191,0.7759,0.7759,0.6946,0.6946,0.6454,0.6454,0.3544,0.000575670854902729,0.000549818028554155,0.000549818028554155,0.000501169974527252,0.000501169974527252,0.000177003264770642,2.35866665448637e-05,1.48840214728708e-05,0.000842567562780676,0.000808436017036773,0.000808436017036772,0.000744211968824984,0.000556431562702875,0.000199413164731147,3.52675930188806e-05,2.37801335797149e-05,0,0,0,0,0,0.325534346167027,0.495131321159917,0.495007938742474,0,0,0,0,0.127928445272143,0.363902907527569,0.482122657341467,0.481964463377708,0.478702830224675,0.478723402758541,0.478723402758541,0.478762119124359,0.478762119124359,0.478785548954595,0.478785548954595,0.478924127828555,0.492360944448973,0.492387370292959,0.492387370292959,0.492437102263237,0.492437102263237,0.492467198363332,0.492467198363332,0.492645205784622,7.27761692396092e-06,2.70358612966782e-05,5.13335468507334e-06,9.1868012889952e-06,2.44687049162135,1.97138459741858,19237066.4,5437222.746,1,15,4
0.206903981467206,0.108446745299148,0.134418481395004,0.157319785200733,0.133548210226159,0.131821910768667,0.0795453942943854,0.0479954913486978,0.212127561806972,0.12134763039736,0.127524988638657,0.119038723862142,0.130047224926445,0.128561857867518,0.10521885430733,0.0561331581935771,-2.77555756156289e-17,0.222,0.778,0,1,0,0,0,0,1.912,0.82,0.5,0,0,0,0,0,0,0,0,0.8191,0.7759,0.7759,0.6946,0.6946,0.6454,0.6454,0.3544,0.000575670854902729,0.000549818028554155,0.000549818028554155,0.000501169974527252,0.000501169974527252,0.000177003264770642,2.35866665448637e-05,1.48840214728708e-05,0.000842503625157773,0.000808765127277881,0.000808765127277881,0.000620734802300824,0.000521693302819385,0.000494800559290453,0.000246925576972354,2.39838600310502e-05,0,0,0,0,0,0.325534346167027,0.495131321159917,0.495007938742474,0,0,0,0.160813241788881,0.28872967857466,0.288728752926645,0.626386585832079,0.914586548676837,0.478702830224675,0.478723402758541,0.478723402758541,0.478762119124359,0.478762119124359,0.478785548954595,0.478785548954595,0.478924127828555,0.0369701852187319,0.0369965075730934,0.0369965075730934,0.0370460447816487,0.0370460447816487,0.0370760230185605,0.0370760230185605,0.0372533333222457,7.27761692396092e-06,2.27679518251563e-05,1.45951112009298e-06,5.08182268939398e-06,2.55210772833724,1.97138459741858,19237066.4,5534094.633,1,15,15
